标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
每日时政热点【2020年12月31日】2020年最后一天12月31日，星期四，实“鼠”不易，祝大家来年“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。 【[2021]】元来辞别旧时日，旦求一屋度新年~,非敏感,原创,2020/12/31 10:40, ,普通,山西,太原,男,每日时政热点【2020年12月31日】2020年最后一天12月31日，星期四，实“鼠”不易，祝大家来年“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。 【[2021]】元来辞别旧时日，旦求一屋度新年~,3,157,0,0,0, ,中性,"辽宁省,辽宁,沈阳,沈阳市","[http://wx2.sinaimg.cn/bmiddle/008c4GuGly1gm6u99gw34j30p00anaej.jpg""]""",15a9272e3abf997d312cef9aa807f2c4,ea089cfc79eed14881bf65b151f8c734,,,,
12月31日简报，星期四，农历十一月十七2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,非敏感,原创,2020/12/31 11:00, ,蓝V,云南,昆明,男,12月31日简报，星期四，农历十一月十七2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,4704,3489,0,0,0, ,中性,"辽宁省,辽宁,沈阳,沈阳市", ,ac4f4ab4cdf537df602dd5d880f217c4,93b550f1022579163a685c1fcd307390,,,,
#早报##中公早报# 12月31日 中公早报，星期四，农历十一月十七，1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,非敏感,原创,2020/12/31 11:02, ,蓝V,贵州,毕节,男,#早报##中公早报# 12月31日 中公早报，星期四，农历十一月十七，1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,5621,9443,0,1,0,早报;中公早报,中性,"辽宁省,辽宁,沈阳,沈阳市", ,e5d9dd20e6a87ffacda7f0661ab8d99a,02e5979c59c20e05090f3043e673ff61,,,,
#每日三分钟，知晓天下事# #中公早报# 12月31日 中公早报，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,非敏感,原创,2020/12/31 11:09, ,蓝V,安徽,黄山,女,#每日三分钟，知晓天下事# #中公早报# 12月31日 中公早报，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,1298,1307,0,0,0,"每日三分钟,知晓天下事;中公早报",中性,"辽宁省,辽宁,沈阳,沈阳市", ,5bbf7a5c761c82d1b2494f544960ef49,74a613bd247ba2f90623d1425159505c,,,,
12月31日绿健简报，星期四，农历十一月十七，2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。【心语】焦虑只能与之共存，不可能真正化解。聚焦于自己能做的事情，你就能找到出口和出路。--杨澜,非敏感,原创,2020/12/31 11:26, ,普通,广东, ,男,12月31日绿健简报，星期四，农历十一月十七，2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。【心语】焦虑只能与之共存，不可能真正化解。聚焦于自己能做的事情，你就能找到出口和出路。--杨澜,134,633,0,0,0, ,中性,"辽宁省,辽宁,沈阳,沈阳市","[http://wx3.sinaimg.cn/bmiddle/888a5a1bgy1gm6vl9d58aj20qn0qn79k.jpg""]""",2ee9cb457661f8025e3e6a926df61e0a,8f7d3844f1c7e412b60f1076302f264e,,,,
#行测# #国家公务员# #面试# #2021省考# 12月31日 中公早报，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行,非敏感,原创,2020/12/31 11:54, ,蓝V,吉林,白山,女,#行测# #国家公务员# #面试# #2021省考# 12月31日 中公早报，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行,2167,5166,0,0,0,面试;2021省考;国家公务员;行测,中性,"辽宁省,辽宁,沈阳,沈阳市", ,f476f4d24aeaa2af8ecec23cbba838d3,1e32ca266e23c199e95fccbcfc394a25,,,,
12月31日，星期四，农历十一月十七，2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,非敏感,原创,2020/12/31 12:00, ,蓝V,江西,赣州,男,12月31日，星期四，农历十一月十七，2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,4565,6380,0,0,0, ,喜悦,"辽宁省,辽宁,沈阳,沈阳市","[http://wx4.sinaimg.cn/bmiddle/a11fbb09gy1gm6tf5heqbj20p00gognw.jpg""]""",f6d1ef473dbfc8f2b948b07eb8140319,f2c06847b05fd8c5c3f41846e2676ab9,,,,
#时政# 今日份时事政治来了~12月31日 中公早报，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,非敏感,原创,2020/12/31 12:28, ,普通,四川, ,男,#时政# 今日份时事政治来了~12月31日 中公早报，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,103,1999,0,1,0,时政,中性,"辽宁省,辽宁,沈阳,沈阳市", ,453ea4a7f64708e83cb29bacd1e6cb75,3b275d5e64ebebf5aa1dde955d4c730c,,,,
转发微博 ,非敏感,转发,2020/12/31 14:19,@山东公考资讯 #时政# #时政热点# 12月31日 星期四 农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡,普通,山东,临沂,男,转发微博 【原微博】 @山东公考资讯 #时政# #时政热点# 12月31日 星期四 农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,24,108,0,0,1,时政;时政热点,中性,"辽宁省,辽宁,沈阳,沈阳市", ,e65da481fc714ce15e08e52aac8f3b66,6702848d2d8986f54c7b6b541ca2c729,07c643db6d9c29f3fc489d66adacd40a,ba9135925f9bfdb1ca7962d423851fe1,07c643db6d9c29f3fc489d66adacd40a,ba9135925f9bfdb1ca7962d423851fe1
12月31日 ，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议12.停飞近2年后，波音737MAX在美完成首次商业飞行。#时政热点##时政#,非敏感,原创,2020/12/31 16:32, ,蓝V,山西, ,男,12月31日 ，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议12.停飞近2年后，波音737MAX在美完成首次商业飞行。#时政热点##时政#,2411,4493,0,0,1,时政;时政热点,中性,"辽宁省,辽宁,沈阳,沈阳市","[http://wx4.sinaimg.cn/bmiddle/b4a2236ely1gm74g2yb4bj20rc1d8nib.jpg""]""",06cf4913974e16c04ffe872978478b57,e51dd1ca3c62507363f0743ea88f98e0,,,,
#晚报#   #资讯# 12月31日，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,非敏感,原创,2020/12/31 17:59, ,蓝V,山东,济南,女,#晚报#   #资讯# 12月31日，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,3761,1717,0,0,1,晚报;资讯,中性,"辽宁省,辽宁,沈阳,沈阳市", ,f2e226ea5261372a1fd7dce5141db169,a53ea282188003716fb0813a194c22d1,,,,
#海南新闻速递# 【停止接收生活垃圾！海南明起关停所有生活垃圾填埋场】记者今日从海南省住房和城乡建设厅获悉，自2021年1月1日起，海南全省16座生活垃圾填埋场一律停止接收生活垃圾，所有生活垃圾全部进入焚烧发电项目进行无害化、资源化处理。据介绍，关停全省所有生活垃圾填埋场而实施全焚烧发电的举措，是海南建设国家生态文明试验区进程中具有里程碑意义的一项工作。http://t.cn/A6q8ludO,敏感,原创,2020/12/31 18:31, ,蓝V,海南,海口市,女,#海南新闻速递# 【停止接收生活垃圾！海南明起关停所有生活垃圾填埋场】记者今日从海南省住房和城乡建设厅获悉，自2021年1月1日起，海南全省16座生活垃圾填埋场一律停止接收生活垃圾，所有生活垃圾全部进入焚烧发电项目进行无害化、资源化处理。据介绍，关停全省所有生活垃圾填埋场而实施全焚烧发电的举措，是海南建设国家生态文明试验区进程中具有里程碑意义的一项工作。http://t.cn/A6q8ludO,983539,72916,0,0,0,海南新闻速递,中性,"海南省,海南","[http://wx3.sinaimg.cn/bmiddle/75a858c4gy1gm77v0ota2j209l09mn1u.jpg""]""",37c855bfc847d76e8c083c8d252449c3,7662fa51e627bd69a8281b4f7cee92b8,,,,
#晚报#  #热点# #公务员考试#12月31日，星期四，农历十一月十七，2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。【心语】焦虑只能与之共存，不可能真正化解。聚焦于自己能做的事情，你就能找到出口和出路。--杨澜,非敏感,原创,2020/12/31 19:08, ,蓝V,陕西,汉中,男,#晚报#  #热点# #公务员考试#12月31日，星期四，农历十一月十七，2020实“鼠”不易，祝大家2021“牛”转乾坤1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。【心语】焦虑只能与之共存，不可能真正化解。聚焦于自己能做的事情，你就能找到出口和出路。--杨澜,1363,1965,0,1,0,热点;晚报;公务员考试,中性,"辽宁省,辽宁,沈阳,沈阳市", ,625f353de00c48e738a8661cb0b5bde1,ee1462569c73ef3eb1b2ad0208cd0804,,,,
转发微博 ,非敏感,转发,2021/1/1 1:05,@北京中公教育 #时政热点##时政热点备考# 2020年12月31日，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预,普通,北京, ,女,转发微博 【原微博】 @北京中公教育 #时政热点##时政热点备考# 2020年12月31日，星期四，农历十一月十七1.中欧领导人共同宣布如期完成中欧投资协定谈判。2.辽宁沈阳：立即启动应急响应，全面进入战时状态。3.国家卫健委：提倡家庭私人聚会聚餐等控制在10人以下。4.海南生活垃圾进入全焚烧时代，16座填埋场停止接收生活垃圾。5.文旅部确定庐山西海、稻城亚丁等21家景区为国家5A级景区。6.单边上扬：沪指攻克3400点，创指涨逾3%创五年新高。7.京东、天猫、唯品会三家平台涉不正当价格行为分别被罚50万。8.首破千万大关！预计2020年返乡入乡创业创新人员1010万。9.上海出台保障医疗卫生人员权益办法，明年3月1日起正式实施。10.增长26%！津巴布韦制造业业绩创20年来历史新高。11.欧盟成员国首脑签署英国“脱欧”后贸易协议。12.停飞近2年后，波音737MAX在美完成首次商业飞行。,136,176,0,0,0,时政热点备考;时政热点,中性,"辽宁省,辽宁,沈阳,沈阳市","[http://wx2.sinaimg.cn/bmiddle/657ce4adly1gm6renpok0j21950u00x4.jpg""]""",570ffa051a6a2e7c2ef288116ec8ea39,9211e37cfd496fd9bc32a6a7cef525ca,81c6765a7c60a17f6bcabfe294f6ddf4,ea68e93c4983f869291fef8b27de2213,81c6765a7c60a17f6bcabfe294f6ddf4,ea68e93c4983f869291fef8b27de2213
